Generic Name	SMILES	Drug Bank ID	URL	Drug Groups	Score
Methoxamine	DB00723	COC1=CC(C(O)C(C)N)=C(OC)C=C1	https://go.drugbank.com/drugs/DB00723	approved; investigational	-662.039
Imiquimod	DB00724	CC(C)CN1C=NC2=C1C1=C(C=CC=C1)N=C2N	https://go.drugbank.com/drugs/DB00724	approved; investigational	-644.971
Trimipramine	DB00726	CC(CN(C)C)CN1C2=CC=CC=C2CCC2=CC=CC=C12	https://go.drugbank.com/drugs/DB00726	approved	-639.356
Nitroglycerin	DB00727	[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O	https://go.drugbank.com/drugs/DB00727	approved; investigational	-622.567
Rocuronium	DB00728	[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)[C@H](C[C@]12C)N1CCOCC1)[N+]1(CC=C)CCCC1	https://go.drugbank.com/drugs/DB00728	approved	-632.329
Thiabendazole	DB00730	N1C2=CC=CC=C2N=C1C1=CSC=N1	https://go.drugbank.com/drugs/DB00730	approved; vet_approved	-721.501
Pralidoxime	DB00733	C[N+]1=C(\C=N\O)C=CC=C1	https://go.drugbank.com/drugs/DB00733	approved; vet_approved	-666.592
Risperidone	DB00734	CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1	https://go.drugbank.com/drugs/DB00734	approved; investigational	-518.415
Naftifine	DB00735	CN(CC=CC1=CC=CC=C1)CC1=CC=CC2=CC=CC=C12	https://go.drugbank.com/drugs/DB00735	approved	-636.379
Esomeprazole	DB00736	COC1=CC2=C(NC(=N2)[S@@](=O)CC2=NC=C(C)C(OC)=C2C)C=C1	https://go.drugbank.com/drugs/DB00736	approved; investigational	-629.125
Meclizine	DB00737	CC1=CC(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)=CC=C1	https://go.drugbank.com/drugs/DB00737	approved	-484.395
Pentamidine	DB00738	NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1	https://go.drugbank.com/drugs/DB00738	approved; investigational	-649.678
Hetacillin	DB00739	[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2N1C(=O)[C@H](NC1(C)C)C1=CC=CC=C1)C(O)=O	https://go.drugbank.com/drugs/DB00739	approved; vet_approved; withdrawn	-661.196
Riluzole	DB00740	NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2	https://go.drugbank.com/drugs/DB00740	approved; investigational	-634.839
Hydrocortisone	DB00741	[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	https://go.drugbank.com/drugs/DB00741	approved; vet_approved	-596.502
Mannitol	DB00742	OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	https://go.drugbank.com/drugs/DB00742	approved; investigational	-691.389
Zileuton	DB00744	CC(N(O)C(N)=O)C1=CC2=CC=CC=C2S1	https://go.drugbank.com/drugs/DB00744	approved; investigational; withdrawn	-716.57
Modafinil	DB00745	NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1	https://go.drugbank.com/drugs/DB00745	approved; investigational	-661.152
Carbinoxamine	DB00748	CN(C)CCOC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1	https://go.drugbank.com/drugs/DB00748	approved	-623.392
Etodolac	DB00749	CCC1=C2NC3=C(CCOC3(CC)CC(O)=O)C2=CC=C1	https://go.drugbank.com/drugs/DB00749	approved; investigational; vet_approved	-627.198
Prilocaine	DB00750	CCCNC(C)C(=O)NC1=CC=CC=C1C	https://go.drugbank.com/drugs/DB00750	approved	-647.772
Epinastine	DB00751	NC1=NCC2N1C1=CC=CC=C1CC1=CC=CC=C21	https://go.drugbank.com/drugs/DB00751	approved; investigational	-610.361
Tranylcypromine	DB00752	NC1CC1C1=CC=CC=C1	https://go.drugbank.com/drugs/DB00752	approved; investigational	-634.358
Isoflurane	DB00753	FC(F)OC(Cl)C(F)(F)F	https://go.drugbank.com/drugs/DB00753	approved; vet_approved	-652.697
Ethotoin	DB00754	CCN1C(=O)NC(C1=O)C1=CC=CC=C1	https://go.drugbank.com/drugs/DB00754	approved	-635.752
Tretinoin	DB00755	C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O	https://go.drugbank.com/drugs/DB00755	approved; investigational; nutraceutical	-546.942
Hexachlorophene	DB00756	OC1=C(CC2=C(O)C(Cl)=CC(Cl)=C2Cl)C(Cl)=C(Cl)C=C1Cl	https://go.drugbank.com/drugs/DB00756	approved; withdrawn	-649.578
Clopidogrel	DB00758	[H][C@@](N1CCC2=C(C1)C=CS2)(C(=O)OC)C1=CC=CC=C1Cl	https://go.drugbank.com/drugs/DB00758	approved	-722.769
Meropenem	DB00760	[H][C@]1([C@@H](C)O)C(=O)N2C(C(O)=O)=C(S[C@@H]3CN[C@@H](C3)C(=O)N(C)C)[C@H](C)[C@]12[H]	https://go.drugbank.com/drugs/DB00760	approved; investigational	-607.336
Irinotecan	DB00762	CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=C12	https://go.drugbank.com/drugs/DB00762	approved; investigational	-527.217
Methimazole	DB00763	CN1C=CNC1=S	https://go.drugbank.com/drugs/DB00763	approved	-629.549
Metyrosine	DB00765	C[C@](N)(CC1=CC=C(O)C=C1)C(O)=O	https://go.drugbank.com/drugs/DB00765	approved	-651.476
Clavulanic acid	DB00766	[H][C@@]12CC(=O)N1[C@@H](C(O)=O)\C(O2)=C\CO	https://go.drugbank.com/drugs/DB00766	approved; vet_approved	-593.424
Olopatadine	DB00768	CN(C)CC\C=C1\C2=CC=CC=C2COC2=C1C=C(CC(O)=O)C=C2	https://go.drugbank.com/drugs/DB00768	approved	-581.816
Hydrocortamate	DB00769	[H][C@@]12CC[C@](O)(C(=O)COC(=O)CN(CC)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	https://go.drugbank.com/drugs/DB00769	approved	-636.638
Alprostadil	DB00770	CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O	https://go.drugbank.com/drugs/DB00770	approved; investigational	-652.878
Malathion	DB00772	CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC	https://go.drugbank.com/drugs/DB00772	approved; investigational	-653.779
Etoposide	DB00773	[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@H]2O[C@@H]1O[C@]2([H])CO[C@@H](C)O[C@@]2([H])[C@H](O)[C@H]1O	https://go.drugbank.com/drugs/DB00773	approved	-712.541
Hydroflumethiazide	DB00774	NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1C(F)(F)F	https://go.drugbank.com/drugs/DB00774	approved; investigational; withdrawn	-622.65
Tirofiban	DB00775	CCCCS(=O)(=O)N[C@@H](CC1=CC=C(OCCCCC2CCNCC2)C=C1)C(O)=O	https://go.drugbank.com/drugs/DB00775	approved	-571.575
Oxcarbazepine	DB00776	NC(=O)N1C2=CC=CC=C2CC(=O)C2=C1C=CC=C2	https://go.drugbank.com/drugs/DB00776	approved	-636.521
Propiomazine	DB00777	CCC(=O)C1=CC2=C(SC3=CC=CC=C3N2CC(C)N(C)C)C=C1	https://go.drugbank.com/drugs/DB00777	approved	-649.777
Nalidixic acid	DB00779	CCN1C=C(C(O)=O)C(=O)C2=C1N=C(C)C=C2	https://go.drugbank.com/drugs/DB00779	approved; investigational	-634.008
Phenelzine	DB00780	NNCCC1=CC=CC=C1	https://go.drugbank.com/drugs/DB00780	approved	-654.759
Propantheline	DB00782	CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12)C(C)C	https://go.drugbank.com/drugs/DB00782	approved	-657.187
Estradiol	DB00783	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3	https://go.drugbank.com/drugs/DB00783	approved; investigational; vet_approved	-637.407
Mefenamic acid	DB00784	CC1=C(C)C(NC2=CC=CC=C2C(O)=O)=CC=C1	https://go.drugbank.com/drugs/DB00784	approved	-636.759
Acyclovir	DB00787	NC1=NC(=O)C2=C(N1)N(COCCO)C=N2	https://go.drugbank.com/drugs/DB00787	approved	-623.697
Naproxen	DB00788	COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O	https://go.drugbank.com/drugs/DB00788	approved; vet_approved	-615.832
Perindopril	DB00790	[H][C@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O	https://go.drugbank.com/drugs/DB00790	approved	-635.388
Uracil mustard	DB00791	ClCCN(CCCl)C1=CNC(=O)NC1=O	https://go.drugbank.com/drugs/DB00791	approved	-630.837
Tripelennamine	DB00792	CN(C)CCN(CC1=CC=CC=C1)C1=CC=CC=N1	https://go.drugbank.com/drugs/DB00792	approved; vet_approved	-706.479
Haloprogin	DB00793	ClC1=CC(Cl)=C(Cl)C=C1OCC#CI	https://go.drugbank.com/drugs/DB00793	approved; withdrawn	-713.065
Primidone	DB00794	CCC1(C(=O)NCNC1=O)C1=CC=CC=C1	https://go.drugbank.com/drugs/DB00794	approved; vet_approved	-656.964
Candesartan cilexetil	DB00796	CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1)C(=CC=C2)C(=O)OC(C)OC(=O)OC1CCCCC1	https://go.drugbank.com/drugs/DB00796	approved	-541.292
Tolazoline	DB00797	C(C1=NCCN1)C1=CC=CC=C1	https://go.drugbank.com/drugs/DB00797	approved; vet_approved	-628.812
Tazarotene	DB00799	CCOC(=O)C1=CN=C(C=C1)C#CC1=CC2=C(SCCC2(C)C)C=C1	https://go.drugbank.com/drugs/DB00799	approved; investigational	-680.464
Fenoldopam	DB00800	OC1=CC=C(C=C1)C1CNCCC2=C(Cl)C(O)=C(O)C=C12	https://go.drugbank.com/drugs/DB00800	approved	-695.601
Halazepam	DB00801	FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1	https://go.drugbank.com/drugs/DB00801	approved; illicit; withdrawn	-702.726
Alfentanil	DB00802	CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O	https://go.drugbank.com/drugs/DB00802	approved; illicit	-634.399
Dicyclomine	DB00804	CCN(CC)CCOC(=O)C1(CCCCC1)C1CCCCC1	https://go.drugbank.com/drugs/DB00804	approved	-627.926
Minaprine	DB00805	CC1=CC(=NN=C1NCCN1CCOCC1)C1=CC=CC=C1	https://go.drugbank.com/drugs/DB00805	approved	-612.138
Pentoxifylline	DB00806	CN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C	https://go.drugbank.com/drugs/DB00806	approved; investigational	-589.057
Proparacaine	DB00807	CCCOC1=C(N)C=C(C=C1)C(=O)OCCN(CC)CC	https://go.drugbank.com/drugs/DB00807	approved; vet_approved	-527.262
Indapamide	DB00808	CC1CC2=CC=CC=C2N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O	https://go.drugbank.com/drugs/DB00808	approved	-637.877
Tropicamide	DB00809	CCN(CC1=CC=NC=C1)C(=O)C(CO)C1=CC=CC=C1	https://go.drugbank.com/drugs/DB00809	approved; investigational	-649.99
Biperiden	DB00810	OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1=CC=CC=C1	https://go.drugbank.com/drugs/DB00810	approved; investigational	-649.651
Ribavirin	DB00811	NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	https://go.drugbank.com/drugs/DB00811	approved	-655.664
Phenylbutazone	DB00812	CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1	https://go.drugbank.com/drugs/DB00812	approved; vet_approved	-614.092
Fentanyl	DB00813	CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1	https://go.drugbank.com/drugs/DB00813	approved; illicit; investigational; vet_approved	-691.206
Meloxicam	DB00814	CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O	https://go.drugbank.com/drugs/DB00814	approved; vet_approved	-576.25
Orciprenaline	DB00816	CC(C)NCC(O)C1=CC(O)=CC(O)=C1	https://go.drugbank.com/drugs/DB00816	approved	-628.136
Rosoxacin	DB00817	CCN1C=C(C(O)=O)C(=O)C2=C1C=C(C=C2)C1=CC=NC=C1	https://go.drugbank.com/drugs/DB00817	approved; investigational	-644.483
Propofol	DB00818	CC(C)C1=CC=CC(C(C)C)=C1O	https://go.drugbank.com/drugs/DB00818	approved; investigational; vet_approved	-588.076
Acetazolamide	DB00819	CC(=O)NC1=NN=C(S1)S(N)(=O)=O	https://go.drugbank.com/drugs/DB00819	approved; vet_approved	-682.779
Tadalafil	DB00820	[H][C@]12CC3=C(NC4=CC=CC=C34)[C@H](N1C(=O)CN(C)C2=O)C1=CC2=C(OCO2)C=C1	https://go.drugbank.com/drugs/DB00820	approved; investigational	-659.474
Carprofen	DB00821	CC(C(O)=O)C1=CC2=C(C=C1)C1=C(N2)C=CC(Cl)=C1	https://go.drugbank.com/drugs/DB00821	approved; vet_approved; withdrawn	-639.602
Disulfiram	DB00822	CCN(CC)C(=S)SSC(=S)N(CC)CC	https://go.drugbank.com/drugs/DB00822	approved	-557.489
Ethynodiol diacetate	DB00823	[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CC[C@H](OC(C)=O)C=C3CC[C@@]21[H]	https://go.drugbank.com/drugs/DB00823	approved	-652.718
Enprofylline	DB00824	CCCN1C2=C(NC=N2)C(=O)NC1=O	https://go.drugbank.com/drugs/DB00824	approved; experimental	-631.42
Levomenthol	DB00825	CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O	https://go.drugbank.com/drugs/DB00825	approved	-705.6
Natamycin	DB00826	[H][C@@]12C[C@H](O)C[C@]3(O)C[C@H](O)[C@@H](C(O)=O)[C@]([H])(C[C@@H](O[C@]4([H])O[C@H](C)[C@@H](O)[C@H](N)[C@@H]4O)\C=C\C=C\C=C\C=C\C[C@@H](C)OC(=O)\C=C\[C@@]1([H])O2)O3	https://go.drugbank.com/drugs/DB00826	approved	-655.422
Cinoxacin	DB00827	CCN1N=C(C(O)=O)C(=O)C2=CC3=C(OCO3)C=C12	https://go.drugbank.com/drugs/DB00827	approved; investigational; withdrawn	-604.03
Fosfomycin	DB00828	C[C@@H]1O[C@@H]1P(O)(O)=O	https://go.drugbank.com/drugs/DB00828	approved	-631.328
Diazepam	DB00829	CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1	https://go.drugbank.com/drugs/DB00829	approved; illicit; investigational; vet_approved	-625.466
Phenmetrazine	DB00830	CC1NCCOC1C1=CC=CC=C1	https://go.drugbank.com/drugs/DB00830	approved; illicit	-631.023
Trifluoperazine	DB00831	CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1	https://go.drugbank.com/drugs/DB00831	approved; investigational	-634.299
Phensuximide	DB00832	CN1C(=O)CC(C1=O)C1=CC=CC=C1	https://go.drugbank.com/drugs/DB00832	approved	-656.381
Cefaclor	DB00833	[H][C@]12SCC(Cl)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O	https://go.drugbank.com/drugs/DB00833	approved	-632.146
Mifepristone	DB00834	[H][C@@]12CC[C@@](O)(C#CC)[C@@]1(C)C[C@H](C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H]	https://go.drugbank.com/drugs/DB00834	approved; investigational	-635.865
Brompheniramine	DB00835	CN(C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1	https://go.drugbank.com/drugs/DB00835	approved	-717.276
Loperamide	DB00836	CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1	https://go.drugbank.com/drugs/DB00836	approved	-702.915
Clocortolone	DB00838	[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C	https://go.drugbank.com/drugs/DB00838	approved	-609.156
Tolazamide	DB00839	CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1	https://go.drugbank.com/drugs/DB00839	approved; investigational	-612.565
Dobutamine	DB00841	CC(CCC1=CC=C(O)C=C1)NCCC1=CC(O)=C(O)C=C1	https://go.drugbank.com/drugs/DB00841	approved	-659.402
Oxazepam	DB00842	OC1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2	https://go.drugbank.com/drugs/DB00842	approved	-701.13
Donepezil	DB00843	COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1	https://go.drugbank.com/drugs/DB00843	approved	-393.42
Nalbuphine	DB00844	O[C@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC2CCC2)[C@H]1O5	https://go.drugbank.com/drugs/DB00844	approved	-631.573
Clofazimine	DB00845	CC(C)N=C1C=C2N(C3=CC=C(Cl)C=C3)C3=C(C=CC=C3)N=C2C=C1NC1=CC=C(Cl)C=C1	https://go.drugbank.com/drugs/DB00845	approved; investigational	-439.947
Flurandrenolide	DB00846	CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO	https://go.drugbank.com/drugs/DB00846	approved	-633.229
Cysteamine	DB00847	NCCS	https://go.drugbank.com/drugs/DB00847	approved; investigational	-691.292
Levamisole	DB00848	C1CN2C[C@@H](N=C2S1)C1=CC=CC=C1	https://go.drugbank.com/drugs/DB00848	approved; investigational; vet_approved; withdrawn	-664.964
Methylphenobarbital	DB00849	CCC1(C(=O)NC(=O)N(C)C1=O)C1=CC=CC=C1	https://go.drugbank.com/drugs/DB00849	approved	-633.854
Perphenazine	DB00850	OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1	https://go.drugbank.com/drugs/DB00850	approved	-648.853
Pseudoephedrine	DB00852	CN[C@@H](C)[C@@H](O)C1=CC=CC=C1	https://go.drugbank.com/drugs/DB00852	approved	-631.42
Temozolomide	DB00853	CN1N=NC2=C(N=CN2C1=O)C(N)=O	https://go.drugbank.com/drugs/DB00853	approved; investigational	-623.958
Levorphanol	DB00854	[H][C@@]12CCCC[C@@]11CCN(C)[C@@H]2CC2=C1C=C(O)C=C2	https://go.drugbank.com/drugs/DB00854	approved	-632.036
Aminolevulinic acid	DB00855	NCC(=O)CCC(O)=O	https://go.drugbank.com/drugs/DB00855	approved	-649.89
Chlorphenesin	DB00856	OCC(O)COC1=CC=C(Cl)C=C1	https://go.drugbank.com/drugs/DB00856	approved; experimental	-655.721
Terbinafine	DB00857	CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=CC=CC=C12	https://go.drugbank.com/drugs/DB00857	approved; investigational; vet_approved	-638.473
Penicillamine	DB00859	[H][C@](N)(C(O)=O)C(C)(C)S	https://go.drugbank.com/drugs/DB00859	approved	-658.364
Prednisolone	DB00860	[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C	https://go.drugbank.com/drugs/DB00860	approved; vet_approved	-655.072
Diflunisal	DB00861	OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1	https://go.drugbank.com/drugs/DB00861	approved; investigational	-632.064
Vardenafil	DB00862	CCCC1=NC(C)=C2N1NC(=NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1CCN(CC)CC1	https://go.drugbank.com/drugs/DB00862	approved	-625.576
Ranitidine	DB00863	CNC(NCCSCC1=CC=C(CN(C)C)O1)=C[N+]([O-])=O	https://go.drugbank.com/drugs/DB00863	approved; withdrawn	-660.688
Benzphetamine	DB00865	C[C@@H](CC1=CC=CC=C1)N(C)CC1=CC=CC=C1	https://go.drugbank.com/drugs/DB00865	approved; illicit	-630.511
Ritodrine	DB00867	C[C@H](NCCC1=CC=C(O)C=C1)[C@H](O)C1=CC=C(O)C=C1	https://go.drugbank.com/drugs/DB00867	approved; investigational	-632.494
Dorzolamide	DB00869	CCN[C@H]1C[C@H](C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O	https://go.drugbank.com/drugs/DB00869	approved	-659.731
Suprofen	DB00870	CC(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1	https://go.drugbank.com/drugs/DB00870	approved; withdrawn	-620.398
Terbutaline	DB00871	CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1	https://go.drugbank.com/drugs/DB00871	approved	-655.902
Conivaptan	DB00872	CC1=NC2=C(CCN(C(=O)C3=CC=C(NC(=O)C4=CC=CC=C4C4=CC=CC=C4)C=C3)C3=CC=CC=C23)N1	https://go.drugbank.com/drugs/DB00872	approved; investigational	-617.207
Loteprednol	DB00873	[H][C@@]12CC[C@](O)(C(=O)OCCl)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C	https://go.drugbank.com/drugs/DB00873	approved; experimental	-628.592
Guaifenesin	DB00874	COC1=CC=CC=C1OCC(O)CO	https://go.drugbank.com/drugs/DB00874	approved; investigational; vet_approved	-631.841
Flupentixol	DB00875	[H]\C(CCN1CCN(CCO)CC1)=C1/C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F	https://go.drugbank.com/drugs/DB00875	approved; investigational; withdrawn	-689.261
Eprosartan	DB00876	CCCCC1=NC=C(\C=C(/CC2=CC=CS2)C(O)=O)N1CC1=CC=C(C=C1)C(O)=O	https://go.drugbank.com/drugs/DB00876	approved	-686.159
Chlorhexidine	DB00878	ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1	https://go.drugbank.com/drugs/DB00878	approved; vet_approved	-533.657
Emtricitabine	DB00879	NC1=NC(=O)N(C=C1F)[C@@H]1CS[C@H](CO)O1	https://go.drugbank.com/drugs/DB00879	approved; investigational	-593.775
Chlorothiazide	DB00880	NS(=O)(=O)C1=C(Cl)C=C2NC=NS(=O)(=O)C2=C1	https://go.drugbank.com/drugs/DB00880	approved; vet_approved	-658.759
Quinapril	DB00881	CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC=CC=C2C[C@H]1C(O)=O	https://go.drugbank.com/drugs/DB00881	approved; investigational	-634.49
Clomifene	DB00882	CCN(CC)CCOC1=CC=C(C=C1)C(=C(Cl)C1=CC=CC=C1)C1=CC=CC=C1	https://go.drugbank.com/drugs/DB00882	approved; investigational	-701.464
Isosorbide dinitrate	DB00883	[H][C@]12OC[C@H](O[N+]([O-])=O)[C@@]1([H])OC[C@H]2O[N+]([O-])=O	https://go.drugbank.com/drugs/DB00883	approved; investigational	-616.519
Risedronic acid	DB00884	OC(CC1=CN=CC=C1)(P(O)(O)=O)P(O)(O)=O	https://go.drugbank.com/drugs/DB00884	approved; investigational	-634.236
Pemirolast	DB00885	CC1=CC=CN2C(=O)C(=CN=C12)C1=NNN=N1	https://go.drugbank.com/drugs/DB00885	approved; investigational	-709.859
Bumetanide	DB00887	CCCCNC1=C(OC2=CC=CC=C2)C(=CC(=C1)C(O)=O)S(N)(=O)=O	https://go.drugbank.com/drugs/DB00887	approved	-648.978
Mechlorethamine	DB00888	CN(CCCl)CCCl	https://go.drugbank.com/drugs/DB00888	approved; investigational	-659.436
Dienestrol	DB00890	[H]\C(C)=C(/C(=C(\[H])C)/C1=CC=C(O)C=C1)\C1=CC=C(O)C=C1	https://go.drugbank.com/drugs/DB00890	approved; investigational	-653.323
Sulfapyridine	DB00891	NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1	https://go.drugbank.com/drugs/DB00891	approved	-620.111
Oxybuprocaine	DB00892	CCCCOC1=CC(=CC=C1N)C(=O)OCCN(CC)CC	https://go.drugbank.com/drugs/DB00892	approved; investigational	-626.451
Testolactone	DB00894	[H][C@@]12CCC3=CC(=O)C=C[C@]3(C)[C@@]1([H])CC[C@]1(C)OC(=O)CC[C@@]21[H]	https://go.drugbank.com/drugs/DB00894	approved; investigational	-618.452
Rimexolone	DB00896	[H][C@@]12C[C@@H](C)[C@](C)(C(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C	https://go.drugbank.com/drugs/DB00896	approved	-700.996
Triazolam	DB00897	CC1=NN=C2CN=C(C3=CC=CC=C3Cl)C3=C(C=CC(Cl)=C3)N12	https://go.drugbank.com/drugs/DB00897	approved; investigational	-727.964
Ethanol	DB00898	CCO	https://go.drugbank.com/drugs/DB00898	approved	-619.553
Remifentanil	DB00899	CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC	https://go.drugbank.com/drugs/DB00899	approved	-624.882
Didanosine	DB00900	OC[C@@H]1CC[C@@H](O1)N1C=NC2=C1NC=NC2=O	https://go.drugbank.com/drugs/DB00900	approved	-643.598
Methdilazine	DB00902	CN1CCC(CN2C3=CC=CC=C3SC3=CC=CC=C23)C1	https://go.drugbank.com/drugs/DB00902	approved	-593.75
Etacrynic acid	DB00903	CCC(=C)C(=O)C1=C(Cl)C(Cl)=C(OCC(O)=O)C=C1	https://go.drugbank.com/drugs/DB00903	approved; investigational	-700.01
Ondansetron	DB00904	CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2	https://go.drugbank.com/drugs/DB00904	approved	-637.943
Bimatoprost	DB00905	CCNC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)CCC1=CC=CC=C1	https://go.drugbank.com/drugs/DB00905	approved; investigational	-589.046
Tiagabine	DB00906	CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1	https://go.drugbank.com/drugs/DB00906	approved; investigational	-639.011
Cocaine	DB00907	[H][C@]12CC[C@]([H])([C@H]([C@H](C1)OC(=O)C1=CC=CC=C1)C(=O)OC)N2C	https://go.drugbank.com/drugs/DB00907	approved; illicit	-529.185
Quinidine	DB00908	[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1	https://go.drugbank.com/drugs/DB00908	approved; investigational	-634.196
Zonisamide	DB00909	NS(=O)(=O)CC1=NOC2=CC=CC=C12	https://go.drugbank.com/drugs/DB00909	approved; investigational	-656.497
Paricalcitol	DB00910	[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1C[C@@H](O)C[C@H](O)C1)[C@H](C)\C=C\[C@H](C)C(C)(C)O	https://go.drugbank.com/drugs/DB00910	approved; investigational	-638.048
Tinidazole	DB00911	CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O	https://go.drugbank.com/drugs/DB00911	approved; investigational	-624.903
